cnpj;identificador_matriz_filial;razao_social;nome_fantasia;situacao;situacao_desc;data_situacao;motivo_situacao;motivo_situacao_desc;natureza_juridica;nat_jur_desc;data_inicio;ano_inicio;cnae_subclasse;subclasse_desc;cnae_classe;classe_desc;cnae_grupo;grupo_desc;cnae_divisao;divisao_desc;endereco_completo;tipo_logradouro;endereco;numero;complemento;bairro;cep;codemun;municipio;geocod_ibge_2018;nome_munic_ibge;uf;cidade_exterior;cod_pais;nome_pais;ddd1;telefone1;ddd2;telefone2;nu_ddd_fax;nu_fax;email;qualificacao;capital_social;porte_empresa;opcao_simples;data_opcao_simples;data_exclusao_simples;opcao_mei;situacao_especial;data_situacao_especial;ind_osc;id_mapa;certificado_OSCIP;macro_area_atuacao;micro_area_atuacao;n_vinc_ativos;n_vinc_def;empenhado;pago;empenhado_def;pago_def;cnae_secundaria;cnae2_classe;cnae2_classe_desc;PrecisionDepth;MatchedAddress;Longitude;Latitude
00064822000489;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA DE TAPEJARA;2;;2008-06-27;00;;3999;Associação Privada;2008-06-27;2008;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA PREFEITO LOIRES JAKIMIL 62;AVENIDA;PREFEITO LOIRES JAKIMIL;62;;CENTRO;87430000;7911;TAPEJARA;;;PR;;;;44;99147644;;;;;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;1 Estrela;Tapejara, PR;-52,8739836579996;-23,7319356109996
00064822000560;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA PLATINENSE;2;;2010-10-26;00;;3999;Associação Privada;2010-10-26;2010;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA FREI GUILHERME MARIA 835;AVENIDA;FREI GUILHERME MARIA;835;;JARDIM EGEA;86430000;7859;SANTO ANTONIO DA PLATINA;;;PR;;;;44;36762243;;;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA FREI GUILHERME MARIA 835, SANTO ANTONIO DA PLATINA, PR, 86430000;-50,0668353009996;-23,2908037689996
00064822000640;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA DE JURANDA;2;;2012-09-18;00;;3999;Associação Privada;2012-09-18;2012;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA BRASIL 255;AVENIDA;BRASIL;255;;CENTRO;87355000;8463;JURANDA;;;PR;;;;44;36762243;;;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA BRASIL 255, JURANDA, PR, 87355000;-52,8459974969997;-24,4212961039996
00064822000721;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA EM FOZ DO IGUACU;2;;2012-09-18;00;;3999;Associação Privada;2012-09-18;2012;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA MANOEL ALVES DOS SANTOS 269;RUA;MANOEL ALVES DOS SANTOS;269;;JARDIM POLO CENTRO;85863767;7563;FOZ DO IGUACU;;;PR;;;;44;36762243;;;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA MANOEL ALVES DOS SANTOS 269, ALTO SÃO FRANCISCO, FOZ DO IGUACU, PR, 85863767;-54,5727904529996;-25,5285283639996
00064822000802;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA DE CIANORTE;2;;2009-09-30;00;;3999;Associação Privada;2009-09-30;2009;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA BAHIA 405;AVENIDA;BAHIA;405;LETRA B;ZONA 01;87200089;7505;CIANORTE;;;PR;;;;44;36762243;44;99933333;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA BAHIA 405, ZONA 01, CIANORTE, PR, 87200181;-52,6133449809996;-23,6611530109996
00064822000993;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA DE CASCAVEL MINISTERIO CRUZEIRO;2;;2011-12-02;00;;3999;Associação Privada;2011-12-02;2011;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA SAO PAULO 2168;RUA;SAO PAULO;2168;;CENTRO;85801021;7493;CASCAVEL;;;PR;;;;44;36762243;44;99933333;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA SAO PAULO 2168, CENTRO, CASCAVEL, PR, 85801021;-53,4714111219996;-24,9571068399996
00064822001027;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA DE LONDRINA;2;;2013-07-10;00;;3999;Associação Privada;2013-07-10;2013;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA RIO BRANCO 782;AVENIDA;RIO BRANCO;782;;JARDIM AGARI;86025595;7667;LONDRINA;;;PR;;;;44;36762243;44;99933333;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA RIO BRANCO 782, JARDIM AGARI, LONDRINA, PR, 86025595;-51,1730611659996;-23,2966002819996
00064822001108;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;;2;;2013-07-10;00;;3999;Associação Privada;2013-07-10;2013;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA PARANA 1280;AVENIDA;PARANA;1280;;CENTRO;87480000;7685;MARIA HELENA;;;PR;;;;44;36762243;;;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA PARANA 1280, MARIA HELENA, PR, 87480000;-53,2061054039996;-23,6125719199996
00064822001299;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA DE CIDADE GAUCHA;2;;2014-11-03;00;;3999;Associação Privada;2014-11-03;2014;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA PIRATININ 4950;AVENIDA;PIRATININ;4950;;JARDIM IMPERIAL;87820000;7507;CIDADE GAUCHA;;;PR;;;;44;36762243;44;99933333;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA PIRATININ 4950, CIDADE GAUCHA, PR, 87820000;-52,9395075859996;-23,3856771959996
00064822001370;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA DE IPORA;2;;2014-10-03;00;;3999;Associação Privada;2014-10-03;2014;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA VISCONDE DO RIO BRANCO 486;AVENIDA;VISCONDE DO RIO BRANCO;486;;CENTRO;87560000;7605;IPORA;;;PR;;;;44;36762243;44;99933333;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA VISCONDE DO RIO BRANCO 486, IPORA, PR, 87560000;-53,7169631959997;-24,0090680289996
00064822001450;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA DE ANDIRA;2;;2015-05-29;00;;3999;Associação Privada;2015-05-29;2015;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA PERU 146;RUA;PERU;146;;SARMENTO II;86380000;7419;ANDIRA;;;PR;;;;44;36762243;;;;;ESCRITORIOPERFEITO@GMAIL.COM;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA PERU 146, ANDIRA, PR, 86380000;-50,2355508339996;-23,0484914719996
00064822001531;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA DE TUNEIRAS DO OESTE;2;;2017-05-05;00;;3999;Associação Privada;2017-05-05;2017;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA UNIAO 463;AVENIDA;UNIAO;463;;CENTRO;87450000;7931;TUNEIRAS DO OESTE;;;PR;;;;44;36762243;44;99933333;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA UNIAO 463, TUNEIRAS DO OESTE, PR, 87450000;-52,8763191399996;-23,8692044049996
00064822001612;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA DE NOVA OLIMPIA;2;;2017-05-05;00;;3999;Associação Privada;2017-05-05;2017;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA PARANA 664;RUA;PARANA;664;;CENTRO;87490000;7967;NOVA OLIMPIA;;;PR;;;;44;36762243;44;99933333;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA PARANA 664, NOVA OLIMPIA, PR, 87490000;-53,0914964959996;-23,4769155529996
00064822001701;Filial;COMUNIDADE EVANGELICA DE CRUZEIRO DO OESTE;COMUNIDADE EVANGELICA DE MARILUZ;2;;2017-05-05;00;;3999;Associação Privada;2017-05-05;2017;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA MARILIA 811;RUA;MARILIA;811;LETRA B;CENTRO;87470000;7689;MARILUZ;;;PR;;;;44;36762243;44;99933333;44;36762243;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA MARILIA 811, MARILUZ, PR, 87470000;-53,1459284379996;-24,0109918799996
00064851000106;Matriz;CONSELHO COMUNITARIO DO MORGAN;;4;;2018-12-06;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-10;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS; LOC  POVOADO DO MORGAN S/N;;LOC  POVOADO DO MORGAN;S/N;;ZONA RURAL;34800000;4199;CAETE;;;MG;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Caeté, MG;-43,6707640619996;-19,8830913179996
00064855000186;Matriz;CCPC CLUBE DOS CRIADORES DE PASSAROS DE CAETE;CCPC;2;;2005-11-03;00;;3999;Associação Privada;1994-05-10;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA JOAO PINHEIRO 340;AVENIDA;JOAO PINHEIRO;340;;CENTRO;34800000;4199;CAETE;;;MG;;;;31;97733337;;;;;CLUBEPASSARINHEIROCAETE@HOTMAIL.COM;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;AVENIDA DOUTOR JOAO PINHEIRO 340, CAETE, MG, 34800000;-43,6626727479996;-19,8634283959996
00064858000110;Matriz;SOLAS SOCIEDADE ORNITOLOGICA DE LAGOA SANTA;SOLAS;4;;2019-03-28;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-10;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA LUIZ DE TOLEDO 332;RUA;LUIZ DE TOLEDO;332;;CENTRO;33400000;4751;LAGOA SANTA;;;MG;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Lagoa Santa, MG;-43,8936284109996;-19,6401496749996
00064861000133;Matriz;SOSA SOCIEDADE ORNITOLOGICA SABARENSE;SOSA;4;;2019-03-27;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-10;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA HENRIQUE DE MELO 03;RUA;HENRIQUE DE MELO;03;;ROCA GRANDE;34535230;5133;SABARA;;;MG;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;2 Estrelas;SABARA, MG, 34535;-43,8093874889996;-19,8668203969996
00064866000166;Matriz;GRUPO DE TEATRO ARMATRUX;;2;;1998-07-28;00;;3999;Associação Privada;1994-05-10;1994;9493600;Atividades de organizações associativas ligadas à cultura e à arte;94936;Atividades de organizações associativas ligadas à cultura e à arte;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA AFONSO PENA 3808;AVENIDA;AFONSO PENA;3808;ANDAR 1101;CRUZEIRO;30130009;4123;BELO HORIZONTE;;;MG;;;;31;35178282;31;83661097;31;35178282;LUISOFTROVAO@GMAIL.COM;10;;05;0;;;N;;;1;1;;Cultura e recreação;Cultura e arte;1;;;;;;;;;4 Estrelas;AVENIDA AFONSO PENA 3808, CRUZEIRO, BELO HORIZONTE, MG, 30130009;-43,9232189909996;-19,9441342359996
00064875000157;Matriz;ASSOCIACAO COMUNITARIA DE JARDIM;;2;;2005-11-03;00;;3999;Associação Privada;1994-05-10;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS; LUGAR DENOMINADO JARDIM S/N;;LUGAR DENOMINADO JARDIM;S/N;A/C COMENAC;ZONA RURAL;39300000;5221;SAO FRANCISCO;;;MG;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;São Francisco, MG;-44,8596957469996;-15,9519061079996
00064877000146;Matriz;ASSOC.DOS PEQ.PROD.R.DO SANHAROL DA FAZENDA SALINAS;;2;;1998-07-28;00;;3999;Associação Privada;1994-04-29;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;FAZENDA SALINAS S/N;FAZENDA;SALINAS;S/N;;ZONA RURAL;39518000;0736;SERRANOPOLIS DE MINAS;;;MG;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Serranópolis de Minas, MG;-42,8735510949996;-15,8180270079996
00064885000192;Matriz;CONSELHO COMUNITARIO PRO SEGURANCA PUBLICA DE CENTENARIO;;2;;2008-12-31;00;;3999;Associação Privada;1994-05-05;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA ANTONIO MENEGATTI 870;RUA;ANTONIO MENEGATTI;870;;CENTRO;99838000;5963;CENTENARIO;;;RS;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;3 Estrelas;RUA ANTONIO MENGATI, CENTENARIO, RS;-51,9990744179996;-27,7608240849996
00064889000170;Matriz;LIONS CLUBE ERECHIM IMIGRANTES;;2;;1998-07-28;00;;3999;Associação Privada;1994-04-22;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA VALENTIN ZAMBONATO 176;RUA;VALENTIN ZAMBONATO;176;;CENTRO;99700010;8637;ERECHIM;;;RS;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Erechim, RS;-52,2701987329996;-27,6368689909996
00064948000100;Matriz;ASSOCIACAO COMUNITARIA DA 904 SUL;ASCOM 904 SUL;4;;2018-09-11;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-12;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;QUADRA 904 SUL AL 04 LOTE 01 S/N;QUADRA;904 SUL AL 04 LOTE 01;S/N;;PLANO DIRETOR SUL;77023370;9733;PALMAS;;;TO;;;;63;32144156;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Palmas, TO;-48,4013972109996;-10,2144435509996
00064963000159;Matriz;ASSOCIACAO DE MORADORES E AMIGOS DA LINHA ACARAY;ACARAY;4;;2020-10-27;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-11;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS; LOC  LINHA ACARAY S/N;;LOC  LINHA ACARAY;S/N;;LINHA ACARAY;85904340;7927;TOLEDO;;;PR;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;3 Estrelas;RUA VIDEIRA, VILA INDUSTRIAL, TOLEDO, PR, 85904340;-53,7488583009996;-24,7123175649996
00065001000114;Matriz;ASSOPCIACAO CULTURAL E FILANTROPICA MMDC;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-04-29;1994;9103100;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental;91031;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental;910;Atividades ligadas ao patrimônio cultural e ambiental;91;ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL;RUA CATULO DA P.CEARENSE 717;RUA;CATULO DA P.CEARENSE;717;;SAUDE;04145011;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Cultura e arte;;;;;;;;;;4 Estrelas;RUA CATULO DA PAIXAO CEARENSE 717, VILA DA SAÚDE, SAO PAULO, SP, 04145011;-46,6337180869996;-23,6163809799996
00065014000193;Matriz;ASSOCIACAO DOS MORADORES DA VILA PRIMAVERA;ASMOVIPA;2;;2005-11-03;00;;3999;Associação Privada;1994-05-10;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;VIA VIA 01 PRIMAVERA Q-B 09;VIA;VIA 01 PRIMAVERA Q-B;09;;VILA PRIMAVERA;65345000;0170;IGARAPE DO MEIO;;;MA;;;;98;36530144;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Igarapé do Meio, MA;-45,2117715299996;-3,65809023399959
00065060000192;Matriz;INSTITUTO INTEGRIDADE;;2;;2001-07-21;00;;3999;Associação Privada;1968-09-25;1968;8711502;Instituições de longa permanência para idosos;87115;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;871;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;SETOR SMPW TRECHO 03;SETOR;SMPW TRECHO;03;AREA ESPECIAL 1 E 2;SETOR DE MANSOES PARK WAY;71735090;9701;BRASILIA;;;DF;;;;61;35520872;61;35520504;61;35520872;lardosvelhinhos@terra.com.br;16;;05;0;;;N;;;1;1;;Assistência social;Assistência social;203;6;;;;;;;;3 Estrelas;SMPW TRECHO 3 Q 5, SETOR DE MANSÕES PARK WAY, BRASILIA, DF, 71735090;-48,0103706659996;-15,8246325089996
00065105000129;Matriz;CLUBE DAS MAES FRANCISCA MATIAS DE MORADA NOVA;;4;;2019-02-01;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-10;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS; POVOADO MORADA NOVA S/N;;POVOADO MORADA NOVA;S/N;;ZONA RURAL;65723000;0124;BERNARDO DO MEARIM;;;MA;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Bernardo do Mearim, MA;-44,7611499079996;-4,62704628999956
00065107000118;Matriz;AFRUB ASSOCIACAO DE FAMILIAS RURAIS UNIDAS DE BREJINHO;;2;;2005-11-03;00;;3999;Associação Privada;1994-05-10;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS; POV  BREJINHO S/N;;POV  BREJINHO;S/N;;ZONA RURAL;65700000;0723;BACABAL;;;MA;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Bacabal, MA;-44,7835794839996;-4,2248477699996
00065108000162;Matriz;ASSOCIACAO SANTA LUZIA QUILOMBOLAS DOS TRABALHADORES RURAIS DO POVOADO PROMISSAO;;2;;2005-11-03;00;;3999;Associação Privada;1994-05-10;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS; POV  PROMISSAO S/N;;POV  PROMISSAO;S/N;;ZONA RURAL;65708000;0805;SAO LUIS GONZAGA DO MARANHAO;;;MA;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;São Luís Gonzaga do Maranhão, MA;-44,6657995609996;-4,38579106599957
00065111000186;Matriz;ASSOCIACAO DE PUMBA MEU BOI MILAGRE DE SAO JOAO;;2;;2019-05-28;00;;3999;Associação Privada;1994-05-10;1994;8711502;Instituições de longa permanência para idosos;87115;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;871;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;RUA NOSSA SENHORA APARECIDA S/N;RUA;NOSSA SENHORA APARECIDA;S/N;;CENTRO;65370000;0867;PINDARE MIRIM;;;MA;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Assistência social;Assistência social;;;;;;;;;;3 Estrelas;RUA NOSSA SENHORA APARECIDA, PINDARE-MIRIM, MA;-45,3583656739996;-3,62264614399959
00065140000148;Matriz;ASSOCIACAO ESPORTIVA AGUAS DO BONFIM;;4;;2018-12-07;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-11;1994;9319199;Outras atividades esportivas não especificadas anteriormente;93191;Atividades esportivas não especificadas anteriormente;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;AVENIDA PRINCIPAL SN;AVENIDA;PRINCIPAL;SN;;COMUNIDADE BONFIM;78505000;9909;TERRA NOVA DO NORTE;;;MT;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;1 Estrela;Terra Nova do Norte, MT;-55,1114722989996;-10,6065841479996
00065212000157;Matriz;ASSOCIACAO TELEPADRAO CONDOMINIO CONJ RES NOVO LAR;;4;;2018-10-11;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1993-11-09;1993;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA CESARIO DE MELO 4978;AVENIDA;CESARIO DE MELO;4978;FUNDOS;CAMPO GRANDE;23055002;6001;RIO DE JANEIRO;;;RJ;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;AVENIDA CESARIO DE MELO 4978, CAMPO GRANDE, RIO DE JANEIRO, RJ, 23059001;-43,5800292919996;-22,9093003359996
